id,day,words,links
89,89,"[""BLINK"",""SUM"",""GROSS"",""DOZEN"",""JOKE"",""SKETCH"",""BLACK"",""FAT""]","[""BAND NAMES MINUS NUMBERS"",""WHOLE AMOUNT"",""WORDS FOR SPECIFIC QUANTITIES"",""DIRTY ___"",""COMEDIAN’S OUTPUT"",""___ COMEDY"",""WORDS BEFORE DAYS OF THE WEEK""]"
90,90,"[""MIME"",""REFEREE"",""TIGER"",""RABBIT"",""POT"",""CROCK"",""BUNK"",""CANOPY""]","[""COSTUMES WITH STRIPED SHIRTS"",""THINGS WITH STRIPES"",""CHINESE ZODIAC ANIMALS"",""JACK ___"",""COOKWEAR"",""NONSENSE""]"
91,91,"[""HOLD"",""BLOW"",""BABY"",""WAYNE"",""PRINCE"",""KING"",""QUEEN"",""MATE""]","[""THINGS YOU CAN DO TO YOUR NOSE"",""THINGS THAT ARE DELIVERED"",""LIL ___ RAPPERS"",""SUPERHERO LAST NAMES"",""ROYAL TITLES"",""MATTRESS SIZES"",""CHESS TERMS""]"
92,92,"[""BOUILLON"",""SUGAR"",""BOO"",""TOM"",""BULL"",""SCALES"",""DOWN"",""LOW""]","[""CUBE-SHAPED"",""TERMS OF ENDEARMENT"",""___-___"",""MALE ANIMALS"",""ZODIAC SYMBOLS"",""ANIMAL COVERINGS"",""SYNONYMS FOR SAD""]"
93,93,"[""CHOW"",""SCARF"",""TIE"",""BOND"",""HUNT"",""STALK"",""BUD"",""MATE""]","[""SYNONYMS FOR EAT"",""NECKWEAR"",""CONNECTION"",""FICTIONAL SPIES"",""PURSUE"",""FLOWER PARTS"",""FRIEND""]"
94,94,"[""JOB"",""POLISH"",""FILE"",""SAW"",""RING"",""TRAIN"",""BOAT"",""CAR""]","[""WORDS WITH TWO PRONUNCIATIONS"",""MANICURE STEPS"",""TOOLS"",""HORROR FRANCHISES"",""BRIDAL ACCESSORIES"",""MODES OF TRANSPORTATION"",""MEANS OF TRANSPORTATION""]"
95,95,"[""PARAMOUNT"",""MAIN"",""FIRST"",""HIGH"",""LIT"",""FIRE"",""WATER"",""LEAD""]","[""FOREMOST"",""PRIMARY"",""___ CHAIR"",""STONED"",""COOL, IN SLANG"",""CLASSICAL ELEMENTS"",""___ BALLOON""]"
96,96,"[""ADAM"",""FIRE"",""WATER"",""LEAD"",""GUIDE"",""DIRECT"",""RUN"",""SPLIT""]","[""___ ANT"",""CLASSICAL ELEMENTS"",""___ BALLOON"",""HELM"",""SHEPHERD"",""PRESIDE OVER"",""DEPART QUICKLY""]"
97,97,"[""CORE"",""STEM"",""CHECK"",""CAP"",""COVER"",""PAGE"",""LEAF"",""BUD""]","[""PARTS OF FRUIT YOU MIGHT NOT EAT"",""RESTRAIN"",""RESTRICT"",""COVERINGS"",""PARTS OF A BOOK"",""PAPER IN A BOOK"",""FLOWER PARTS""]"
98,98,"[""CHAIR"",""RUN"",""SPLIT"",""GLASS"",""PAPER"",""ROCK"",""MET"",""HARRY""]","[""PRESIDE OVER"",""DEPART QUICKLY"",""M. NIGHT SHYAMALAN MOVIES"",""RECYCLING CATEGORIES"",""ROCK PAPER SCISSORS"",""___ OPERA"",""WHEN HARRY MET SALLY""]"
99,99,"[""CHEEK"",""EYE"",""CROOK"",""SHARK"",""PERCH"",""LAND"",""SECURE"",""LOCK""]","[""FACIAL FEATURES"",""EGYPTIAN SYMBOLS"",""SWINDLER"",""FISH"",""COME DOWN TO REST"",""OBTAIN"",""ASSURE, AS A WIN""]"
100,100,"[""BOTTOM"",""STAR"",""SILVER"",""SPARROW"",""MA"",""OK"",""W"",""ALLURE""]","[""ROCK ___"",""___ FISH THAT AREN’T FISH"",""FICTIONAL PIRATES"",""JACKS"",""STATE ABBREVIATIONS"",""MAGAZINES""]"
101,101,"[""GAGA"",""BIRD"",""AIRPLANE"",""THEM"",""US"",""OK"",""LA"",""DO""]","[""LADY ___"",""THINGS WITH WINGS"",""MOVIES WITH “!”"",""PRONOUNS"",""MAGAZINES"",""STATE ABBREVIATIONS""]"
102,102,"[""SOUR"",""ROT"",""BULL"",""SCALES"",""DOWN"",""LOW"",""SHORT"",""SPARE""]","[""GO BAD"",""BALDERDASH"",""ZODIAC SYMBOLS"",""ANIMAL COVERINGS"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING""]"
103,103,"[""BOARD"",""BAG"",""COUNTER"",""SINK"",""DROP"",""DASH"",""BOLT"",""ZIP""]","[""INSIDE A SCRABBLE BOX"",""BEAN ___"",""FOUND IN A KITCHEN"",""DECLINE"",""LITTLE BIT, IN A RECIPE"",""RUN QUICKLY"",""MOVE QUICKLY""]"
104,104,"[""MUG"",""TEE"",""TANK"",""MASK"",""JACKET"",""COVER"",""TOP"",""YO-YO""]","[""COMMON SWAG ITEMS"",""TOPS"",""SCUBA GEAR"",""FENCING EQUIPMENT"",""PARTS OF A BOOK"",""COVERINGS"",""CLASSIC TOYS""]"
105,105,"[""AMIGO"",""KING"",""QUEEN"",""MATE"",""CHUM"",""FLY"",""GNAT"",""GNOME""]","[""MEMBERS OF A TRIO"",""MATTRESS SIZES"",""CHESS TERMS"",""FRIEND"",""FISHING TERMS"",""WINGED INSECTS"",""SILENT “G”""]"
106,106,"[""CAN"",""GO"",""CHANCE"",""CAT"",""COW"",""BUFFALO"",""FISH"",""BIRD""]","[""DANCES WHEN DOUBLED"",""MONOPOLY SQUARES"",""FAT ___"",""YOGA POSES"",""BOVIDS"",""SINGLE/PLURAL ANIMALS"",""VERTEBRATES""]"
107,107,"[""ATE"",""WON"",""REAL"",""AWFUL"",""SUPER"",""SPIDER"",""TICK"",""X""]","[""NUMBER HOMOPHONES"",""WORLD CURRENCIES"",""ADJECTIVE INTENSIFIERS"",""EXTREMELY"",""___ MAN SUPERHEROES"",""ARACHNIDS"",""SELECT, AS A BOX ON A FORM""]"
108,108,"[""LEAF"",""BUD"",""CHUM"",""FLY"",""MOTH"",""WOLF"",""SCARF"",""TIE""]","[""FLOWER PARTS"",""FRIEND"",""FISHING TERMS"",""WINGED INSECTS"",""NOCTURNAL ANIMALS"",""SYNONYMS FOR EAT"",""NECKWEAR""]"
109,109,"[""DRILL"",""TRAIN"",""RING"",""SAW"",""GEAR"",""HANDLEBAR"",""HORSESHOE"",""MOON""]","[""WAYS TO PREPARE"",""BRIDAL ACCESSORIES"",""HORROR FRANCHISES"",""THINGS WITH TEETH"",""BIKE PARTS"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS""]"
110,110,"[""FIRST"",""HIGH"",""LIT"",""FIRE"",""WATER"",""LEAD"",""GUIDE"",""DIRECT""]","[""___ CHAIR"",""STONED"",""COOL, IN SLANG"",""CLASSICAL ELEMENTS"",""___ BALLOON"",""HELM"",""SHEPHERD""]"
111,111,"[""BOUQUET"",""RING"",""SAW"",""GEAR"",""HANDLEBAR"",""HORSESHOE"",""MOON"",""PLANET""]","[""BRIDAL ACCESSORIES"",""HORROR FRANCHISES"",""THINGS WITH TEETH"",""BIKE PARTS"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS"",""CELESTIAL OBJECTS""]"
112,112,"[""BOB"",""CROP"",""POLO"",""CRICKET"",""VAMPIRE"",""VACUUM"",""DUST"",""SPORTS""]","[""HAIRSTYLES"",""SHIRTS"",""SPORTS"",""___ BAT"",""THINGS THAT SUCK"",""CLEANING VERBS"",""___ JACKET""]"
113,113,"[""ENOUGH"",""STOP"",""CLOG"",""PUMP"",""BOOT"",""IRON"",""SPIDER"",""TICK""]","[""“I GIVE!”"",""OBSTRUCT"",""SHOES"",""FOOTWEAR"",""ORIGINAL MONOPOLY TOKENS"",""___ MAN SUPERHEROES"",""ARACHNIDS""]"
114,114,"[""PAST"",""FUTURE"",""COMMON"",""JOINT"",""PAD"",""POD"",""GREEN"",""SCARLET""]","[""GRAMMAR TENSE TERMS"",""RAPPERS"",""SHARED"",""SLANG FOR HOME"",""WORDS WITH “i”"",""PEA ___"",""CLUE CHARACTERS""]"
115,115,"[""BANANAS"",""FISH"",""BIRD"",""AIRPLANE"",""MOTHER"",""AUNT"",""BEATLE"",""BEACH BOY""]","[""GO ___"",""VERTEBRATES"",""THINGS WITH WINGS"",""MOVIES WITH “!”"",""RELATIVES"",""INSECT HOMOPHONES""]"
116,116,"[""FUR"",""DOWN"",""LOW"",""SHORT"",""SPARE"",""COPY"",""PARROT"",""MIRROR""]","[""ANIMAL COVERINGS"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING"",""REPLACEMENT"",""SYNONYMS FOR IMITATE"",""IMITATE""]"
117,117,"[""CLEAR"",""FLUSH"",""JELLY"",""SILVER"",""SPARROW"",""MA"",""OK"",""W""]","[""RID OF CONTENTS"",""ROYAL ___"",""___ FISH THAT AREN’T FISH"",""FICTIONAL PIRATES"",""JACKS"",""STATE ABBREVIATIONS"",""MAGAZINES""]"
118,118,"[""BAKE"",""LIGHT"",""TORCH"",""CROWN"",""MELON"",""BEAN"",""PEANUT"",""CORN""]","[""OVEN BUTTONS"",""IGNITE"",""STATUE OF LIBERTY FEATURES"",""SLANG FOR HEAD"",""FOOD SLANG FOR HEAD"",""MR. ___"",""KINDS OF COOKING OIL""]"
119,119,"[""CAPITOL"",""ISLAND"",""EGG"",""ROSE"",""HEART"",""KIDNEY"",""LIMA"",""POLISH""]","[""RECORD LABELS"",""EASTER ___"",""ONE IN A DOZEN"",""SEEN ON VALENTINE’S DAY"",""ORGANS"",""BEANS"",""WORDS WITH TWO PRONUNCIATIONS""]"
120,120,"[""BEAKER"",""ANIMAL"",""GOLDFISH"",""CARROT"",""BEET"",""CARDINAL"",""JAY"",""BEE""]","[""MUPPETS"",""KINDS OF CRACKERS"",""THINGS THAT ARE ORANGE"",""VEGETABLES"",""THINGS THAT ARE RED"",""BIRDS""]"
121,121,"[""DESERT"",""MAROON"",""SUM"",""GROSS"",""DOZEN"",""JOKE"",""SKETCH"",""BLACK""]","[""LEAVE HIGH AND DRY"",""BAND NAMES MINUS NUMBERS"",""WHOLE AMOUNT"",""WORDS FOR SPECIFIC QUANTITIES"",""DIRTY ___"",""COMEDIAN’S OUTPUT"",""___ COMEDY""]"
122,122,"[""BOB"",""HOOK"",""SILVER"",""STAR"",""DASH"",""BOLT"",""ZIP"",""TIFF""]","[""BOXING MANEUVERS"",""FICTIONAL PIRATES"",""___ FISH THAT AREN’T FISH"",""___BOARD"",""RUN QUICKLY"",""MOVE QUICKLY"",""FILE EXTENSIONS""]"
123,123,"[""BAGUETTE"",""PRINCESS"",""WOLF"",""SCARF"",""TIE"",""BOND"",""HUNT"",""STALK""]","[""GEMSTONE CUTS"",""FAIRY TALE FIGURES"",""SYNONYMS FOR EAT"",""NECKWEAR"",""CONNECTION"",""FICTIONAL SPIES"",""PURSUE""]"
124,124,"[""CONVERSE"",""JORDAN"",""BIRD"",""AIRPLANE"",""MOTHER"",""AUNT"",""BEATLE"",""BEACH BOY""]","[""SNEAKER BRANDS"",""N.B.A. GREATS"",""THINGS WITH WINGS"",""MOVIES WITH “!”"",""RELATIVES"",""INSECT HOMOPHONES""]"
125,125,"[""GROWL"",""BARK"",""TRUNK"",""BEAK"",""WING"",""FRY"",""WONDER"",""SEA""]","[""DOG SOUNDS"",""TREE FEATURES"",""ANIMAL NOSES"",""BIRD FEATURES"",""APPETIZER UNIT"",""SMALL ___"",""MEMBERS OF A SEPTET""]"
126,126,"[""DANDELION"",""CANDLE"",""SEAL"",""WHITE"",""BLUE"",""LOW"",""SHORT"",""SPARE""]","[""THINGS TO BLOW ON FOR WISHES/LUCK"",""THINGS MADE OF WAX"",""GREAT ___"",""COLORS IN BRAZIL’S FLAG"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING""]"
127,127,"[""CAVE"",""BUCKLE"",""ZIP"",""TIFF"",""ROW"",""PIE"",""CAKE"",""COVER""]","[""FALL IN UNDER PRESSURE"",""FASTENING VERBS"",""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT"",""HOMOPHONES OF GREEK LETTERS"",""DESSERTS"",""“C” WORDS FOR “ENVELOP”""]"
128,128,"[""HEDGE"",""YO-YO"",""TOP"",""COVER"",""PAGE"",""LEAF"",""BUD"",""MATE""]","[""EQUIVOCATE"",""CLASSIC TOYS"",""COVERINGS"",""PARTS OF A BOOK"",""PAPER IN A BOOK"",""FLOWER PARTS"",""FRIEND""]"
129,129,"[""BALL"",""OUT"",""COPY"",""PARROT"",""MIRROR"",""GARLIC"",""BREAD"",""TOMATO""]","[""BASEBALL CALLS"",""RADIO LINGO"",""SYNONYMS FOR IMITATE"",""IMITATE"",""ANTI-VAMPIRE"",""GARLIC BREAD INGREDIENTS"",""B.L.T. INGREDIENTS""]"
130,130,"[""ARENA"",""DOME"",""CROWN"",""DIAL"",""CRADLE"",""ROOT"",""MEAL"",""MEDIUM""]","[""SPORTS VENUES"",""SLANG FOR HEAD"",""PARTS OF A WATCH"",""ROTARY PHONE PARTS"",""ORIGIN"",""SQUARE ___"",""HAPPY ___""]"
131,131,"[""CARAVAN"",""TRAIN"",""RING"",""SAW"",""GEAR"",""HANDLEBAR"",""HORSESHOE"",""MOON""]","[""PROCESSION"",""BRIDAL ACCESSORIES"",""HORROR FRANCHISES"",""THINGS WITH TEETH"",""BIKE PARTS"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS""]"
132,132,"[""FLOOR"",""HORSE"",""RABBIT"",""KNIFE"",""WRENCH"",""JERK"",""DOG"",""ARROW""]","[""GYMNASTICS APPARATUS"",""CHINESE ZODIAC ANIMALS"",""JACK ___"",""WEAPONS IN THE GAME CLUE"",""PULL"",""BADDIE"",""“POINTERS”""]"
133,133,"[""CHUNKY"",""CRUNCH"",""PLANET"",""MOON"",""HORSESHOE"",""HANDLEBAR"",""GEAR"",""SAW""]","[""CHOCOLATE BARS"",""“CAPTAINS”"",""CELESTIAL OBJECTS"",""LUCKY CHARMS MARSHMALLOWS"",""MUSTACHES"",""BIKE PARTS"",""THINGS WITH TEETH""]"
134,134,"[""HI"",""OK"",""US"",""THEM"",""AIRPLANE"",""BIRD"",""FISH"",""HUNT""]","[""STATE ABBREVIATIONS"",""MAGAZINES"",""PRONOUNS"",""MOVIES WITH “!”"",""THINGS WITH WINGS"",""VERTEBRATES"",""WAYS TO GATHER FOOD""]"
135,135,"[""iran"",""pain"",""harmony"",""discord"",""slack"",""cake"",""wagon"",""carriage""]","[""countries minus the first letter"",""in _"",""antonyms"",""instant messaging apps"",""cut me some _"",""slang 🍑"",""horse-drawn""]"
136,136,"[""COMMON"",""FUTURE"",""PRESENT"",""SHOW"",""ROCKY"",""HIGH"",""LIT"",""FIRE""]","[""RAPPERS"",""GRAMMAR TENSE TERMS"",""MAKE PUBLIC"",""ROCKY HORROR PICTURE SHOW"",""___ ROAD"",""STONED"",""COOL, IN SLANG""]"
137,137,"[""LIGHT"",""SPARE"",""COPY"",""PARROT"",""MIRROR"",""GARLIC"",""BREAD"",""TOMATO""]","[""SPARSE/LACKING"",""REPLACEMENT"",""SYNONYMS FOR IMITATE"",""IMITATE"",""ANTI-VAMPIRE"",""GARLIC BREAD INGREDIENTS"",""B.L.T. INGREDIENTS""]"
138,138,"[""HERO"",""SUB"",""CLUB"",""HEART"",""KIDNEY"",""LIMA"",""POLISH"",""FILE""]","[""LONG SANDWICHES"",""SANDWICHES"",""PLAYING CARD SUITS"",""ORGANS"",""BEANS"",""WORDS WITH TWO PRONUNCIATIONS"",""MANICURE STEPS""]"
139,139,"[""CHAI"",""COFFEE"",""CARROT"",""BEET"",""CARDINAL"",""SWIFT"",""MARS"",""CRUNCH""]","[""HOT DRINKS"",""___ CAKE"",""VEGETABLES"",""THINGS THAT ARE RED"",""BIRDS"",""POP MEGASTARS"",""CHOCOLATE BARS""]"
140,140,"[""CLOCK"",""WATCH"",""TIE"",""SCARF"",""WOLF"",""PRINCESS"",""MUSHROOM"",""STAR""]","[""TIMEKEEPING DEVICES"",""ACCESSORIES"",""NECKWEAR"",""SYNONYMS FOR EAT"",""FAIRY TALE FIGURES"",""SUPER MARIO-RELATED"",""POWER-UPS IN SUPER MARIO WORLD""]"
141,141,"[""FLOAT"",""MALT"",""CUB"",""KID"",""JOSH"",""ROB"",""PINCH"",""TAP""]","[""SODA FOUNTAIN ORDERS"",""COUNTRIES WHEN “A” IS ADDED"",""BABY ANIMALS"",""PLAYFULLY BOTHER"",""NICKNAMES THAT ARE VERBS"",""THIEVE"",""TOUCHSCREEN GESTURES""]"
142,142,"[""CROCK"",""POT"",""RABBIT"",""HORSE"",""VAULT"",""SPRING"",""TAP"",""PINCH""]","[""COOKWEAR"",""JACK ___"",""CHINESE ZODIAC ANIMALS"",""GYMNASTICS APPARATUS"",""JUMP INTO THE AIR"",""WATER SOURCES"",""TOUCHSCREEN GESTURES""]"
143,143,"[""CAROUSEL"",""CABARET"",""COMPANY"",""HAIR"",""STATE"",""CATFISH"",""CARP"",""GRIPE""]","[""MUSICALS BEGINNING WITH “C”"",""TONY WINNERS FOR BEST MUSICAL"",""MUSICALS"",""HEAD OF ___"",""MTV SHOWS"",""FISH THAT ARE VERBS""]"
144,144,"[""CURB"",""CHECK"",""CAP"",""COVER"",""PAGE"",""LEAF"",""BUD"",""MATE""]","[""RESTRAIN"",""RESTRICT"",""COVERINGS"",""PARTS OF A BOOK"",""PAPER IN A BOOK"",""FLOWER PARTS"",""FRIEND""]"
145,145,"[""CURSE"",""CHARM"",""PULL"",""SWAY"",""WAVE"",""BITE"",""ZIP"",""TIFF""]","[""BIT OF MAGIC"",""ATTRACTION"",""INFLUENCE"",""MOVE BACK AND FORTH"",""SOUND ___"",""PIQUANCY"",""FILE EXTENSIONS""]"
146,146,"[""CUBA"",""JAPAN"",""TURKEY"",""PIE"",""CAKE"",""COVER"",""PAGE"",""LEAF""]","[""ISLAND COUNTRIES"",""COUNTRIES WITH RED AND WHITE FLAGS"",""THANKSGIVING FOOD"",""DESSERTS"",""“C” WORDS FOR “ENVELOP”"",""PARTS OF A BOOK"",""PAPER IN A BOOK""]"
147,147,"[""AGAIN"",""NECK"",""BRIDGE"",""SPIT"",""PIN"",""BALL"",""OUT"",""COPY""]","[""___ AND ___"",""GUITAR PARTS"",""CARD GAMES"",""LONG, SHARP OBJECTS"",""BOWLING"",""BASEBALL CALLS"",""RADIO LINGO""]"
148,148,"[""SIGHT"",""TASTE"",""SANTA"",""FUR"",""DOWN"",""LOW"",""SHORT"",""SPARE""]","[""SENSES"",""“BAD ___” MOVIES"",""___ BABY"",""ANIMAL COVERINGS"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING""]"
149,149,"[""MOP"",""DUST"",""SPORTS"",""CIGARETTE"",""PENCIL"",""HORSESHOE"",""MOON"",""PLANET""]","[""CLEANING VERBS"",""___ JACKET"",""“E-” THINGS"",""ASSOCIATED WITH “STUB”"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS"",""CELESTIAL OBJECTS""]"
150,150,"[""PERIOD"",""CHAPTER"",""WING"",""FRY"",""WONDER"",""SEA"",""ARE"",""SEE""]","[""SECTION OF ONE’S LIFE"",""DIVISION"",""APPETIZER UNIT"",""SMALL ___"",""MEMBERS OF A SEPTET"",""LETTER HOMOPHONES"",""WORDS ABBREVIATED WITH LETTERS""]"
151,151,"[""NADA"",""JACK"",""BULL"",""SCALES"",""DOWN"",""LOW"",""SHORT"",""SPARE""]","[""SLANG FOR ZERO"",""MALE ANIMALS"",""ZODIAC SYMBOLS"",""ANIMAL COVERINGS"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING""]"
152,152,"[""AD"",""ALL"",""ERA"",""TIME"",""BUCK"",""BULL"",""SCALES"",""DOWN""]","[""TENNIS SCORING TERMS"",""DETERGENTS"",""PERIOD"",""PASS THE ___"",""MALE ANIMALS"",""ZODIAC SYMBOLS"",""ANIMAL COVERINGS""]"
153,153,"[""FACE"",""NEEDLE"",""RIB"",""KID"",""CUB"",""MALT"",""SHAKE"",""WAVE""]","[""THINGS WITH EYE(S)"",""SYNONYMS FOR BOTHER"",""PLAYFULLY BOTHER"",""BABY ANIMALS"",""COUNTRIES WHEN “A” IS ADDED"",""SODA FOUNTAIN ORDERS"",""GREETING GESTURES""]"
154,154,"[""CANINE"",""STONE"",""PECK"",""X"",""TICK"",""SPIDER"",""SUPER"",""AWFUL""]","[""TWO LETTERS + NUMBER"",""IMPERIAL UNITS"",""KISS"",""SELECT, AS A BOX ON A FORM"",""ARACHNIDS"",""___ MAN SUPERHEROES"",""EXTREMELY""]"
155,155,"[""AUTO"",""SUB"",""CLUB"",""HEART"",""KIDNEY"",""LIMA"",""POLISH"",""FILE""]","[""COMMON PREFIXES"",""SANDWICHES"",""PLAYING CARD SUITS"",""ORGANS"",""BEANS"",""WORDS WITH TWO PRONUNCIATIONS"",""MANICURE STEPS""]"
156,156,"[""APE"",""MIRROR"",""GARLIC"",""BREAD"",""TOMATO"",""CUCUMBER"",""CORN"",""BEET""]","[""IMITATE"",""ANTI-VAMPIRE"",""GARLIC BREAD INGREDIENTS"",""B.L.T. INGREDIENTS"",""VEGETABLES THAT ARE ALSO FRUITS"",""CROPS"",""VEGETABLES""]"
157,157,"[""PUPPET"",""CRICKET"",""POLO"",""TANK"",""TEE"",""PEN"",""QUART"",""CUP""]","[""“PINOCCHIO” FIGURES"",""SPORTS"",""SHIRTS"",""TOPS"",""COMMON SWAG ITEMS"",""STARTS OF U.S. COINS"",""UNITS OF VOLUME""]"
158,158,"[""KINDLING"",""MATCH"",""BUMBLE"",""SPOIL"",""ROT"",""BULL"",""SCALES"",""DOWN""]","[""USED IN BUILDING A FIRE"",""DATING APPS"",""MESS UP"",""GO BAD"",""BALDERDASH"",""ZODIAC SYMBOLS"",""ANIMAL COVERINGS""]"
159,159,"[""CUT"",""COPY"",""PARROT"",""MIRROR"",""GARLIC"",""BREAD"",""TOMATO"",""PEPPER""]","[""EDIT MENU COMMANDS"",""SYNONYMS FOR IMITATE"",""IMITATE"",""ANTI-VAMPIRE"",""GARLIC BREAD INGREDIENTS"",""B.L.T. INGREDIENTS"",""VEGETABLES THAT ARE ALSO FRUITS""]"
160,160,"[""GLASS"",""SPLIT"",""BOOK"",""TUBE"",""STRAW"",""LID"",""COVER"",""PAGE""]","[""M. NIGHT SHYAMALAN MOVIES"",""DEPART QUICKLY"",""SOCIAL MEDIA APP ENDINGS"",""HOLLOW CYLINDERS"",""COFFEE COUNTER ITEMS"",""COVERINGS"",""PARTS OF A BOOK""]"
161,161,"[""APRICOT"",""LIME"",""FOREST"",""DESERT"",""GHOST"",""SPIRIT"",""FRONTIER"",""ADVENTURE""]","[""FRUITS"",""SHADES OF GREEN"",""BIOMES"",""RUDELY BREAK OFF CONTACT"",""APPARITIONS"",""AIRLINES""]"
162,162,"[""GERBIL"",""RAT"",""SING"",""HUM"",""BUZZ"",""MEOW"",""EYE"",""NOSE""]","[""RODENTS"",""TATTLE"",""CARRY A TUNE"",""MONOTONOUS SOUNDS"",""ANIMAL SOUNDS"",""CAT’S ___"",""FACIAL FEATURES""]"
163,163,"[""BEATLE"",""AUNT"",""MOTHER"",""AIRPLANE"",""BIRD"",""FISH"",""HUNT"",""SMART""]","[""INSECT HOMOPHONES"",""RELATIVES"",""MOVIES WITH “!”"",""THINGS WITH WINGS"",""VERTEBRATES"",""WAYS TO GATHER FOOD"",""FICTIONAL SPIES""]"
164,164,"[""LARGE"",""ROOM"",""LIFE"",""DUST"",""VACUUM"",""STRAW"",""LID"",""COVER""]","[""LIVING ___"",""“GET A ___!”"",""___ JACKET"",""CLEANING VERBS"",""THINGS THAT SUCK"",""COFFEE COUNTER ITEMS"",""COVERINGS""]"
165,165,"[""COUNTDOWN"",""BALL"",""OUT"",""COPY"",""PARROT"",""MIRROR"",""GARLIC"",""BREAD""]","[""HAPPY NEW YEAR!"",""BASEBALL CALLS"",""RADIO LINGO"",""SYNONYMS FOR IMITATE"",""IMITATE"",""ANTI-VAMPIRE"",""GARLIC BREAD INGREDIENTS""]"
166,166,"[""AMERICAN"",""BLUE"",""LOW"",""SHORT"",""SPARE"",""COPY"",""PARROT"",""MIRROR""]","[""CHEESES, FAMILIARLY"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING"",""REPLACEMENT"",""SYNONYMS FOR IMITATE"",""IMITATE""]"
167,167,"[""AXE"",""SECRET"",""REMOTE"",""SMALL"",""WEE"",""WHY"",""SEA"",""SIN""]","[""DEODORANTS"",""SECLUDED"",""UNLIKELY, AS CHANCES"",""TINY"",""W + VOWEL SOUND"",""LETTER HOMOPHONES"",""MEMBERS OF A SEPTET""]"
168,168,"[""BAT"",""SPIDER"",""TICK"",""X"",""PECK"",""STONE"",""FORD"",""LINCOLN""]","[""___ MAN SUPERHEROES"",""ARACHNIDS"",""SELECT, AS A BOX ON A FORM"",""KISS"",""IMPERIAL UNITS"",""BEST DIRECTOR OSCAR WINNERS"",""PRESIDENTS""]"
169,169,"[""FAMILY"",""JELLY"",""SILVER"",""SPARROW"",""MA"",""OK"",""W"",""ALLURE""]","[""ROYAL ___"",""___ FISH THAT AREN’T FISH"",""FICTIONAL PIRATES"",""JACKS"",""STATE ABBREVIATIONS"",""MAGAZINES""]"
170,170,"[""FINGERS"",""RICE"",""BROWN"",""VIOLET"",""ROSE"",""EGG"",""SUNDAY"",""FRIDAY""]","[""STICKY ___"",""UNIVERSITIES"",""COLORS"",""FLOWERS"",""ONE IN A DOZEN"",""EASTER ___""]"
171,171,"[""COLONEL"",""WALK"",""RUN"",""SPLIT"",""GLASS"",""PAPER"",""ROCK"",""MET""]","[""SILENT “L”"",""BASEBALL STATS"",""DEPART QUICKLY"",""M. NIGHT SHYAMALAN MOVIES"",""RECYCLING CATEGORIES"",""ROCK PAPER SCISSORS"",""___ OPERA""]"
172,172,"[""CHECK"",""CAP"",""COVER"",""PAGE"",""LEAF"",""BUD"",""CHUM"",""FLY""]","[""RESTRICT"",""COVERINGS"",""PARTS OF A BOOK"",""PAPER IN A BOOK"",""FLOWER PARTS"",""FRIEND"",""FISHING TERMS""]"
173,173,"[""CHIME"",""RING"",""SAW"",""GEAR"",""HANDLEBAR"",""HORSESHOE"",""MOON"",""PLANET""]","[""DIGITAL NOTIFICATION SOUNDS"",""HORROR FRANCHISES"",""THINGS WITH TEETH"",""BIKE PARTS"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS"",""CELESTIAL OBJECTS""]"
174,174,"[""MUSICAL"",""HORROR"",""ROCKY"",""HIGH"",""LIT"",""FIRE"",""WATER"",""LEAD""]","[""MOVIE GENRES"",""ROCKY HORROR PICTURE SHOW"",""___ ROAD"",""STONED"",""COOL, IN SLANG"",""CLASSICAL ELEMENTS"",""___ BALLOON""]"
175,175,"[""COAT"",""CAKE"",""PIE"",""TURNOVER"",""BUN"",""LOAF"",""LOUNGE"",""STUDY""]","[""“C” WORDS FOR “ENVELOP”"",""DESSERTS"",""FOODS WITH CRUSTS"",""BAKED GOODS"",""UNIT OF BREAD"",""RELAX"",""ROOMS IN THE GAME CLUE""]"
176,176,"[""SHORT"",""LOW"",""DOWN"",""SCALES"",""BULL"",""JACK"",""NOTHING"",""WARREN""]","[""INSUFFICIENT"",""SYNONYMS FOR SAD"",""ANIMAL COVERINGS"",""ZODIAC SYMBOLS"",""MALE ANIMALS"",""SLANG FOR ZERO"",""___ BURGER""]"
177,177,"[""GHOST"",""SPIRIT"",""STEAM"",""HAIR"",""COMPANY"",""FIRM"",""SOLID"",""GAS""]","[""APPARITIONS"",""ENERGY"",""HEAD OF ___"",""MUSICALS"",""COMMERCIAL ORGANIZATION"",""SET, AS PLANS"",""STATES OF MATTER""]"
